Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Country,Program,Policy Type,Decision Authority,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Supplier,Primary Borrower,Primary Buyer,Primary Source of Repayment,Working Capital Delegaed Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Loan Interest Rate,First Claim Payment Date,Claim Paid Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Fiscal Year
09430828ST1003,430828,Approved,09/29/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,All Other Information Services,Short Term,"ImageWare Systems, Inc.",Unknown,"ImageWare Systems, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$0.00,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09431164ST1003,431164,Approved,07/21/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Support Activities For Animal Production,Short Term,Capital River Group LLC DBA Capital Feed,Unknown,Capital River Group LLC DBA Capital Feed,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$675000.00,$1933556.45,$0.00,$0.00,,,,$675000.00,$0.00,$0.00,2010
09431262ST1003,431262,Approved,08/17/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Paint And Coating Manufacturing,Short Term,Aervoe Industries,Unknown,Aervoe Industries,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$632711.17,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09431270ST1003,431270,Approved,06/07/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Miscellaneous Durable Goods Merchant Wholes,Short Term,"Landscape Solutions, Inc.",Unknown,"Landscape Solutions, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$0.00,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09431339ST1003,431339,Approved,09/17/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Motor Vehicle Parts (Used) Merchant Wholesalers,Short Term,Yamato Engine Specialists Ltd 1990,Unknown,Yamato Engine Specialists Ltd 1990,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$939541.18,$0.00,$0.00,,,,$750000.00,$0.00,$750000.00,2010
09431431ST1003,431431,Approved,06/07/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Coated And Laminated Paper Manufacturing,Short Term,"Paneltech Products, Inc.",Unknown,"Paneltech Products, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1500000.00,$2210509.69,$0.00,$0.00,,,,$1500000.00,$0.00,$0.00,2010
09431450ST1003,431450,Approved,08/04/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Farm Machinery And Equipment Manufacturing,Short Term,River Valley Manufacturing Inc./dba/Pickett Equipment,Unknown,River Valley Manufacturing Inc./dba/Pickett Equipment,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$115558.00,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09431454ST1003,431454,Approved,07/29/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Computer And Computer Peripheral Equipment And So,Short Term,"Hope Industrial Systems, Inc.",Unknown,"Hope Industrial Systems, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$400000.00,$326237.66,$0.00,$0.00,,,,$400000.00,$0.00,$0.00,2010
09431516ST1003,431516,Approved,06/07/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,All Other Miscellaneous Manufacturing,Short Term,"Strata Systems, Incorporated",Unknown,"Strata Systems, Incorporated",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$134900.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09431641ST1003,431641,Approved,06/28/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,"Buck Knives, Inc.","Wells Fargo Bank, N.A.","Buck Knives, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$750000.00,$1778657.29,$0.00,$0.00,,,,$750000.00,$0.00,$0.00,2010
09431711ST1003,431711,Approved,08/15/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Dry Pea And Bean Farming,Short Term,"JM Grain, Inc.",Unknown,"JM Grain, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$41517.75,$0.00,$0.00,,,,$1000000.00,$1000000.00,$0.00,2010
09431837ST1003,431837,Approved,07/27/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Janitorial Services,Short Term,"Boyle Energy Services & Technology, Inc",Unknown,"Boyle Energy Services & Technology, Inc",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$3193269.03,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09431902ST1003,431902,Approved,07/06/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,All Other Miscellaneous Manufacturing,Short Term,"Dynamite Marketing, Inc.  /dba/ PharmTech",Unknown,"Dynamite Marketing, Inc.  /dba/ PharmTech",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$350000.00,$371283.93,$0.00,$0.00,,,,$350000.00,$0.00,$0.00,2010
09431958ST0002,431958,Approved,11/19/2009,11/01/2009,11/01/2010,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Timber Tract Operations,Short Term,"Gilkey Lumber Company, Inc.",Unknown,"Gilkey Lumber Company, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$0.00,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09432077ST1003,432077,Approved,07/22/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Coated And Laminated Paper Manufacturing,Short Term,Midwest Specialty Products LLC,Unknown,Midwest Specialty Products LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$175000.00,$421801.29,$0.00,$0.00,,,,$175000.00,$0.00,$0.00,2010
09432092ST1003,432092,Approved,07/26/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Machine Tool (Metal Forming Types) Manufacturing,Short Term,"Wayne Trail Technologies, Inc.",PNC Bank N.A.,"Wayne Trail Technologies, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$1000000.00,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09432108ST1003,432108,Approved,07/21/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Printing And Writing Paper Merchant Wholesalers,Short Term,Archilla Paper Corporation,Unknown,Archilla Paper Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$400000.00,$184706.94,$0.00,$0.00,,,,$400000.00,$0.00,$400000.00,2010
09432132ST1003,432132,Approved,06/27/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Other Computer Peripheral Equipment Manufacturing,Short Term,"Stallard Technologies, Inc.",Unknown,"Stallard Technologies, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09432429ST0002,432429,Approved,10/19/2009,07/15/2009,07/15/2010,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,"Tesmec USA, Inc.","Southwest Securities, FSB","Tesmec USA, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$2000000.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09432429ST1003,432429,Approved,06/08/2010,07/15/2010,07/15/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,"Tesmec USA, Inc.","Southwest Securities, FSB","Tesmec USA, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$0.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09432480ST1003,432480,Approved,07/14/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,"Search, Detection, Navigation, Guidance, Aeronaut",Short Term,Freeflight Acquisition Corporation,Unknown,Freeflight Acquisition Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$700000.00,$1597366.51,$0.00,$0.00,,,,$700000.00,$0.00,$0.00,2010
09432851ST1003,432851,Approved,09/20/2010,09/01/2010,09/01/2011,N,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Other Miscellaneous Durable Goods Merchant Wholes,Short Term,"Swisher Mower & Machine Company, Inc.",Unknown,"Swisher Mower & Machine Company, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09432866ST1003,432866,Approved,06/25/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Industrial Valve Manufacturing,Short Term,"Bilfinger Airvac Water Technologies, Inc.",Unknown,"Bilfinger Airvac Water Technologies, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$201020.34,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09433202ST1003,433202,Approved,06/30/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Livestock Merchant Wholesalers,Short Term,"Stamey Cattle Company, Inc.","Piedmont Bank, a Division of Yadkin Valley Bank","Stamey Cattle Company, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$500000.00,2010
09433304ST1003,433304,Approved,06/28/2010,06/01/2010,06/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,"Book, Periodical, And Newspaper Merchant Wholesal",Short Term,Paragon Textiles Inc.,Unknown,Paragon Textiles Inc.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$67177.00,$0.00,$0.00,,,,$200000.00,$0.00,$200000.00,2010
09433328ST1003,433328,Approved,06/07/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,All Other Miscellaneous General Purpose Machinery Manufacturing,Short Term,Sawyer Manufacturing Co,Unknown,Sawyer Manufacturing Co,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$62659.04,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09433365ST1003,433365,Approved,07/13/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Industrial Machinery And Equipment Merchant Whole,Short Term,"Reagan Power & Compression, Inc.",Unknown,"Reagan Power & Compression, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$400000.00,$400000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
09433399ST0002,433399,Approved,10/06/2009,10/01/2009,10/01/2010,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Dairy Product (Except Dried Or Canned) Merchant W,Short Term,"Finnos USA, LLC",Amegy Bank N.A.,"Finnos USA, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$3992767.46,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09433399ST1003,433399,Approved,09/17/2010,10/01/2009,10/01/2010,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Dairy Product (Except Dried Or Canned) Merchant W,Short Term,"Finnos USA, LLC",Amegy Bank N.A.,"Finnos USA, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$250000.00,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09433399ST1004,433399,Approved,09/30/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Dairy Product (Except Dried Or Canned) Merchant W,Short Term,"Finnos USA, LLC",Mercantil Commercebank,"Finnos USA, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1250000.00,$3733532.06,$0.00,$0.00,,,,$1250000.00,$0.00,$0.00,2010
09433592ST1003,433592,Approved,07/29/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Computer Systems Design Services,Short Term,"Winbourne & Costas, Inc.",Unknown,"Winbourne & Costas, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$0.00,$0.00,$0.00,,,,$150000.00,$0.00,$0.00,2010
09433594ST1003,433594,Approved,09/01/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Engineering Services,Short Term,Engineering Services International Inc,Unknown,Engineering Services International Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$0.00,$0.00,$0.00,,,,$200000.00,$0.00,$200000.00,2010
09433629ST1003,433629,Approved,08/05/2010,08/31/2010,08/31/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Computer Storage Device Manufacturing,Short Term,"CMS Products, Inc.",Unknown,"CMS Products, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$184078.34,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09433717ST1003,433717,Approved,08/25/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,"Medical, Dental, And Hospital Equipment And Suppl",Short Term,Demetech Corporation,"First American Bank (Elk Grove Vil., Ill.)",Demetech Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$1888931.09,$0.00,$0.00,,,,$500000.00,$0.00,$500000.00,2010
09433751MT1002,433751,Approved,06/10/2010,02/25/2009,02/28/2011,Y,Brazil,Insurance,MSM,Individual Delegated Authority,Electromedical And Electrotherapeutic Apparatus M,Medium Term,PNC Bank N.A.,PNC Bank N.A.,"Varian Medical Systems, Inc.",PTW Freiburg,Oncorad - Servicos em Radioterapia Ltda.,Oncorad - Servicos em Radioterapia Ltda.,Robson Ferrigno,No,$463.82,$0.00,$0.00,$0.00,,,,$93.69,$0.00,$0.00,2010
09433776ST1003,433776,Approved,07/14/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Metal Stamping,Short Term,Book Darts Inc,Unknown,Book Darts Inc,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$50000.00,$0.00,$0.00,$0.00,,,,$50000.00,$50000.00,$0.00,2010
09433848ST1003,433848,Approved,09/27/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Transportation Equipment And Supplies (Except Mot,Short Term,"First Class Air Support, Inc.",Unknown,"First Class Air Support, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$2600.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09433858ST1003,433858,Approved,09/22/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,"Overhead Traveling Crane, Hoist, And Monorail Sys",Short Term,Dearborn Overhead Crane,Unknown,Dearborn Overhead Crane,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$0.00,$0.00,$0.00,,,,$250000.00,$250000.00,$0.00,2010
09433944ST1003,433944,Approved,08/16/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,"Metal Coating, Engraving (Except Jewelry And Silv",Short Term,Desert Steel Corporation,Unknown,Desert Steel Corporation,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$100000.00,$0.00,$0.00,$0.00,,,,$100000.00,$0.00,$0.00,2010
09433962ST1003,433962,Approved,07/16/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Wineries,Short Term,Paul Hobbs Winery LP,Unknown,Paul Hobbs Winery LP,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$250000.00,$332300.00,$0.00,$0.00,,,,$250000.00,$0.00,$0.00,2010
09434075ST0002,434075,Approved,11/05/2009,11/01/2009,11/01/2010,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,"Professional International Trade & Services, Inc.",CFS International Capital Corporation,"Professional International Trade & Services, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$300000.00,$0.00,$0.00,$0.00,,,,$300000.00,$0.00,$0.00,2010
09434076ST1003,434076,Approved,07/12/2010,08/01/2010,08/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Construction Machinery Manufacturing,Short Term,"Spiradrill, Inc.",First National Bank,"Spiradrill, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1000000.00,$0.00,$0.00,$0.00,,,,$1000000.00,$0.00,$0.00,2010
09434094ST1003,434094,Approved,09/09/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ENV,Individual Delegated Authority,Industrial Supplies Merchant Wholesalers,Short Term,"Nefco, Inc.",Unknown,"Nefco, Inc.",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$0.00,$0.00,$0.00,,,,$150000.00,$0.00,$0.00,2010
09434177ST1003,434177,Approved,07/01/2010,07/01/2010,07/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Transportation Equipment And Supplies (Except Mot,Short Term,STS Component Solutions LLC,PNC Bank N.A.,STS Component Solutions LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$2000000.00,$7484503.17,$0.00,$0.00,,,,$2000000.00,$0.00,$2000000.00,2010
09434290ST0002,434290,Approved,11/25/2009,12/01/2009,12/01/2010,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,All Other Miscellaneous General Purpose Machinery Manufacturing,Short Term,"Filtration Technologies, LLC",Unknown,"Filtration Technologies, LLC",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$150000.00,$128326.34,$0.00,$0.00,,,,$150000.00,$150000.00,$0.00,2010
09434527ST0002,434527,Approved,10/30/2009,11/01/2009,11/01/2010,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,"Medical, Dental, And Hospital Equipment And Suppl",Short Term,Imaging Specialists Group LLC,Mercantil Commercebank Florida Bancorp Inc.,Imaging Specialists Group LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$1500000.00,$2432983.00,$0.00,$0.00,,,,$1500000.00,$0.00,$0.00,2010
09434533ST1003,434533,Approved,08/31/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,All Other Miscellaneous General Purpose Machinery Manufacturing,Short Term,Duraflow LLC,Unknown,Duraflow LLC,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$0.00,$0.00,$0.00,,,,$500000.00,$0.00,$0.00,2010
09434767ST1003,434767,Approved,08/20/2010,09/01/2010,09/01/2011,Y,Various - Insurance,Insurance,ESC,Individual Delegated Authority,Drugs And Druggists' Sundries Merchant Wholesaler,Short Term,Advanced Beauty Systems Inc.,Unknown,Advanced Beauty Systems Inc.,Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$500000.00,$306620.19,$0.00,$0.00,,,,$500000.00,$500000.00,$0.00,2010
09434800ST1003,434800,Approved,09/07/2010,10/01/2010,10/01/2011,Y,Various - Insurance,Insurance,ENB,Individual Delegated Authority,Telephone Apparatus Manufacturing,Short Term,"Nuphoton Technologies, Inc",Unknown,"Nuphoton Technologies, Inc",Unknown,Various - Insurance,Various - Insurance,Various - Insurance,No,$200000.00,$156625.00,$0.00,$0.00,,,,$200000.00,$0.00,$200000.00,2010
